,,Season,Seed,Team,Team_Name,Slot,StrongSeed,DayZero,Daynum,Wteam,Wscore,Lteam,Lscore,Wloc,Numot,Wfgm,Wfga,Wfgm3,Wfga3,Wftm,Wfta,Wor,Wdr,Wast,Wto,Wstl,Wblk,Wpf,Lfgm,Lfga,Lfgm3,Lfga3,Lftm,Lfta,Lor,Ldr,Last,Lto,Lstl,Lblk,Lpf
2006-Z04,2006-R1Z4,2006,Z04,1228,Illinois,R1Z4,1,10/31/2005,136,1,78,0,69,N,0,29,50,8,22,12,14,7,21,17,11,6,1,17,21,41,13,27,14,18,1,14,15,11,7,1,13
2006-Z05,2006-R1Z5,2006,Z05,1449,Washington,R1Z5,1,10/31/2005,136,1,75,0,61,N,0,28,59,12,27,7,8,5,17,16,7,11,1,14,25,51,3,13,8,10,9,26,14,22,3,2,14
2006-Z06,2006-R1Z6,2006,Z06,1277,Michigan St,R1Z6,1,10/31/2005,137,0,75,1,65,N,0,29,49,5,12,12,26,10,30,7,14,4,6,10,26,60,10,26,3,5,6,18,17,10,2,2,23
2006-Z07,2006-R1Z7,2006,Z07,1455,Wichita St,R1Z7,1,10/31/2005,136,1,86,0,66,N,0,27,57,10,22,22,32,14,30,19,15,6,3,20,21,61,6,20,18,19,11,25,10,13,10,6,24
2006-Z08,2006-R1Z8,2006,Z08,1246,Kentucky,R1Z8,1,10/31/2005,137,1,69,0,64,N,0,19,61,5,25,26,30,20,27,12,8,2,3,16,25,58,5,24,9,17,13,25,17,10,5,7,20
2006-Z09,2006-R1Z8,2006,Z09,1412,UAB,R1Z8,0,10/31/2005,137,0,69,1,64,N,0,19,61,5,25,26,30,20,27,12,8,2,3,16,25,58,5,24,9,17,13,25,17,10,5,7,20
2006-Z10,2006-R1Z7,2006,Z10,1371,Seton Hall,R1Z7,0,10/31/2005,136,0,86,1,66,N,0,27,57,10,22,22,32,14,30,19,15,6,3,20,21,61,6,20,18,19,11,25,10,13,10,6,24
2006-Z11,2006-R1Z6,2006,Z11,1206,George Mason,R1Z6,0,10/31/2005,137,1,75,0,65,N,0,29,49,5,12,12,26,10,30,7,14,4,6,10,26,60,10,26,3,5,6,18,17,10,2,2,23
2006-Z12,2006-R1Z5,2006,Z12,1429,Utah St,R1Z5,0,10/31/2005,136,0,75,1,61,N,0,28,59,12,27,7,8,5,17,16,7,11,1,14,25,51,3,13,8,10,9,26,14,22,3,2,14
2006-Z13,2006-R1Z4,2006,Z13,1102,Air Force,R1Z4,0,10/31/2005,136,0,78,1,69,N,0,29,50,8,22,12,14,7,21,17,11,6,1,17,21,41,13,27,14,18,1,14,15,11,7,1,13
2006-Z14,2006-R1Z3,2006,Z14,1293,Murray St,R1Z3,0,10/31/2005,137,0,69,1,65,N,0,22,48,5,18,20,25,12,25,15,17,10,3,12,25,65,7,27,8,12,17,16,5,13,9,2,19
2006-Z15,2006-R1Z2,2006,Z15,1457,Winthrop,R1Z2,0,10/31/2005,136,0,63,1,61,N,0,24,53,5,21,10,14,11,22,12,13,6,6,15,22,56,7,24,10,17,15,20,14,15,7,3,15
2006-Z16,2006-R1Z1,2006,Z16,1107,Albany NY,R1Z1,0,10/31/2005,137,0,72,1,59,N,0,27,46,8,16,10,13,7,21,17,16,6,5,9,24,52,4,15,7,8,8,14,12,12,11,1,14
2007-W01,2007-R1W1,2007,W01,1314,North Carolina,R1W1,1,10/30/2006,136,1,86,0,65,N,0,37,57,6,13,6,11,11,27,24,22,7,6,8,28,59,6,22,3,6,6,10,14,16,12,1,13
2007-W02,2007-R1W2,2007,W02,1207,Georgetown,R1W2,1,10/30/2006,136,1,80,0,55,N,0,29,53,7,16,15,20,12,27,17,12,9,4,16,20,56,6,26,9,17,15,15,10,12,6,1,16
2007-W03,2007-R1W3,2007,W03,1450,Washington St,R1W3,1,10/30/2006,136,1,70,0,54,N,0,27,57,5,13,11,12,11,25,12,6,3,8,16,19,53,6,21,10,16,14,20,11,12,3,4,13
2007-W04,2007-R1W4,2007,W04,1400,Texas,R1W4,1,10/30/2006,137,1,79,0,67,N,0,25,51,4,16,25,26,9,21,11,15,8,4,14,25,62,7,25,10,12,16,18,14,17,5,0,22
2007-W05,2007-R1W5,2007,W05,1425,USC,R1W5,1,10/30/2006,137,1,77,0,60,N,0,25,50,4,13,23,25,9,30,10,12,8,5,18,21,57,3,20,15,20,10,16,5,11,5,3,20
2007-W06,2007-R1W6,2007,W06,1435,Vanderbilt,R1W6,1,10/30/2006,136,1,77,0,44,N,0,26,61,12,31,13,16,15,26,22,11,6,3,22,13,48,3,14,15,25,14,22,6,20,3,5,16
2007-W07,2007-R1W7,2007,W07,1130,Boston College,R1W7,1,10/30/2006,136,1,84,0,75,N,0,30,57,8,20,16,20,11,24,16,8,3,9,10,30,65,7,17,8,9,11,16,11,6,4,0,15
2007-W08,2007-R1W8,2007,W08,1266,Marquette,R1W8,1,10/30/2006,136,0,61,1,49,N,0,22,41,4,10,13,15,4,24,17,15,6,3,18,15,47,10,29,9,15,12,17,7,15,6,4,19
2007-W09,2007-R1W8,2007,W09,1277,Michigan St,R1W8,0,10/30/2006,136,1,61,0,49,N,0,22,41,4,10,13,15,4,24,17,15,6,3,18,15,47,10,29,9,15,12,17,7,15,6,4,19
2007-W10,2007-R1W7,2007,W10,1403,Texas Tech,R1W7,0,10/30/2006,136,0,84,1,75,N,0,30,57,8,20,16,20,11,24,16,8,3,9,10,30,65,7,17,8,9,11,16,11,6,4,0,15
2007-W11,2007-R1W6,2007,W11,1203,G Washington,R1W6,0,10/30/2006,136,0,77,1,44,N,0,26,61,12,31,13,16,15,26,22,11,6,3,22,13,48,3,14,15,25,14,22,6,20,3,5,16
2007-W12,2007-R1W5,2007,W12,1116,Arkansas,R1W5,0,10/30/2006,137,0,77,1,60,N,0,25,50,4,13,23,25,9,30,10,12,8,5,18,21,57,3,20,15,20,10,16,5,11,5,3,20
2007-W13,2007-R1W4,2007,W13,1308,New Mexico St,R1W4,0,10/30/2006,137,0,79,1,67,N,0,25,51,4,16,25,26,9,21,11,15,8,4,14,25,62,7,25,10,12,16,18,14,17,5,0,22
2007-W14,2007-R1W3,2007,W14,1331,Oral Roberts,R1W3,0,10/30/2006,136,0,70,1,54,N,0,27,57,5,13,11,12,11,25,12,6,3,8,16,19,53,6,21,10,16,14,20,11,12,3,4,13
2007-W15,2007-R1W2,2007,W15,1125,Belmont,R1W2,0,10/30/2006,136,0,80,1,55,N,0,29,53,7,16,15,20,12,27,17,12,9,4,16,20,56,6,26,9,17,15,15,10,12,6,1,16
2007-W16,2007-R1W1,2007,W16,1184,E Kentucky,R1W1,0,10/30/2006,136,0,86,1,65,N,0,37,57,6,13,6,11,11,27,24,22,7,6,8,28,59,6,22,3,6,6,10,14,16,12,1,13
2007-X01,2007-R1X1,2007,X01,1326,Ohio St,R1X1,1,10/30/2006,136,1,78,0,57,N,0,28,54,11,20,11,18,9,26,14,10,5,2,5,19,53,10,26,9,10,6,21,8,12,4,3,12
2007-X02,2007-R1X2,2007,X02,1272,Memphis,R1X2,1,10/30/2006,137,1,73,0,58,N,0,25,62,4,16,19,27,20,25,12,16,6,8,19,19,53,4,10,16,22,11,23,12,19,6,5,25
2007-X03,2007-R1X3,2007,X03,1401,Texas A&M,R1X3,1,10/30/2006,136,1,68,0,52,N,0,24,51,5,13,15,27,11,29,10,8,4,5,13,21,58,4,20,6,8,8,19,8,10,2,1,19
2007-X04,2007-R1X4,2007,X04,1438,Virginia,R1X4,1,10/30/2006,137,1,84,0,57,N,0,30,56,9,17,15,18,15,26,16,8,3,5,14,22,58,8,26,5,7,12,13,16,9,2,4,19
2007-X05,2007-R1X5,2007,X05,1397,Tennessee,R1X5,1,10/30/2006,137,1,121,0,86,N,0,43,73,14,27,21,30,16,27,25,6,11,4,20,32,65,12,21,10,14,9,19,11,13,2,3,23
2007-X06,2007-R1X6,2007,X06,1257,Louisville,R1X6,1,10/30/2006,136,1,78,0,58,N,0,25,51,7,17,21,28,8,18,12,13,11,1,25,21,51,3,12,13,27,17,20,10,21,2,1,22
2007-X07,2007-R1X7,2007,X07,1305,Nevada,R1X7,1,10/30/2006,137,1,77,0,71,N,1,28,62,7,20,14,17,15,33,16,19,2,9,16,30,71,3,19,8,12,11,20,12,6,10,1,17
2007-X08,2007-R1X8,2007,X08,1140,BYU,R1X8,1,10/30/2006,136,0,79,1,77,N,0,24,56,8,17,23,29,13,24,12,10,3,4,19,29,67,9,19,10,13,15,21,10,10,2,2,23
2007-X09,2007-R1X8,2007,X09,1462,Xavier,R1X8,0,10/30/2006,136,1,79,0,77,N,0,24,56,8,17,23,29,13,24,12,10,3,4,19,29,67,9,19,10,13,15,21,10,10,2,2,23
2007-X10,2007-R1X7,2007,X10,1166,Creighton,R1X7,0,10/30/2006,137,0,77,1,71,N,1,28,62,7,20,14,17,15,33,16,19,2,9,16,30,71,3,19,8,12,11,20,12,6,10,1,17
2007-X11,2007-R1X6,2007,X11,1390,Stanford,R1X6,0,10/30/2006,136,0,78,1,58,N,0,25,51,7,17,21,28,8,18,12,13,11,1,25,21,51,3,12,13,27,17,20,10,21,2,1,22
2007-X12,2007-R1X5,2007,X12,1253,Long Beach St,R1X5,0,10/30/2006,137,0,121,1,86,N,0,43,73,14,27,21,30,16,27,25,6,11,4,20,32,65,12,21,10,14,9,19,11,13,2,3,23
2007-X13,2007-R1X4,2007,X13,1107,Albany NY,R1X4,0,10/30/2006,137,0,84,1,57,N,0,30,56,9,17,15,18,15,26,16,8,3,5,14,22,58,8,26,5,7,12,13,16,9,2,4,19
2007-X14,2007-R1X3,2007,X14,1335,Penn,R1X3,0,10/30/2006,136,0,68,1,52,N,0,24,51,5,13,15,27,11,29,10,8,4,5,13,21,58,4,20,6,8,8,19,8,10,2,1,19
2007-X15,2007-R1X2,2007,X15,1317,North Texas,R1X2,0,10/30/2006,137,0,73,1,58,N,0,25,62,4,16,19,27,20,25,12,16,6,8,19,19,53,4,10,16,22,11,23,12,19,6,5,25
2007-X16,2007-R1X1,2007,X16,1148,Central Conn,R1X1,0,10/30/2006,136,0,78,1,57,N,0,28,54,11,20,11,18,9,26,14,10,5,2,5,19,53,10,26,9,10,6,21,8,12,4,3,12
2007-Y01,2007-R1Y1,2007,Y01,1196,Florida,R1Y1,1,10/30/2006,137,1,112,0,69,N,0,43,73,10,28,16,27,24,38,27,12,5,6,13,25,69,6,22,13,14,7,12,10,8,8,1,20
2007-Y02,2007-R1Y2,2007,Y02,1458,Wisconsin,R1Y2,1,10/30/2006,137,1,76,0,63,N,0,22,55,7,20,25,30,11,23,13,10,8,4,21,20,46,6,12,17,25,7,27,16,17,5,5,26
2007-Y03,2007-R1Y3,2007,Y03,1332,Oregon,R1Y3,1,10/30/2006,137,1,58,0,56,N,0,19,44,5,16,15,17,4,20,10,5,3,1,12,21,44,7,20,7,10,3,21,10,7,1,4,15
2007-Y04,2007-R1Y4,2007,Y04,1268,Maryland,R1Y4,1,10/30/2006,136,1,82,0,70,N,0,31,68,6,17,14,19,19,35,19,22,8,4,15,24,70,10,37,12,14,13,22,17,17,13,2,17
2007-Y05,2007-R1Y5,2007,Y05,1139,Butler,R1Y5,1,10/30/2006,136,1,57,0,46,N,0,19,46,9,24,10,16,9,26,11,11,6,3,15,18,55,4,20,6,7,12,22,4,11,8,4,21
2007-Y06,2007-R1Y6,2007,Y06,1323,Notre Dame,R1Y6,1,10/30/2006,137,0,74,1,64,N,0,28,62,8,21,10,19,10,33,20,13,5,6,16,28,67,4,22,4,13,12,29,10,13,10,2,22
2007-Y07,2007-R1Y7,2007,Y07,1424,UNLV,R1Y7,1,10/30/2006,137,1,67,0,63,N,0,19,60,8,30,21,27,24,20,15,9,5,5,20,25,61,3,11,10,17,21,20,11,11,6,4,23
2007-Y08,2007-R1Y8,2007,Y08,1112,Arizona,R1Y8,1,10/30/2006,137,0,72,1,63,N,0,24,63,5,17,19,29,19,20,10,8,12,1,18,21,51,4,15,17,18,9,23,16,17,6,6,23
2007-Y09,2007-R1Y8,2007,Y09,1345,Purdue,R1Y8,0,10/30/2006,137,1,72,0,63,N,0,24,63,5,17,19,29,19,20,10,8,12,1,18,21,51,4,15,17,18,9,23,16,17,6,6,23
2007-Y10,2007-R1Y7,2007,Y10,1210,Georgia Tech,R1Y7,0,10/30/2006,137,0,67,1,63,N,0,19,60,8,30,21,27,24,20,15,9,5,5,20,25,61,3,11,10,17,21,20,11,11,6,4,23
2007-Y11,2007-R1Y6,2007,Y11,1457,Winthrop,R1Y6,0,10/30/2006,137,1,74,0,64,N,0,28,62,8,21,10,19,10,33,20,13,5,6,16,28,67,4,22,4,13,12,29,10,13,10,2,22
2007-Y12,2007-R1Y5,2007,Y12,1330,Old Dominion,R1Y5,0,10/30/2006,136,0,57,1,46,N,0,19,46,9,24,10,16,9,26,11,11,6,3,15,18,55,4,20,6,7,12,22,4,11,8,4,21
2007-Y13,2007-R1Y4,2007,Y13,1172,Davidson,R1Y4,0,10/30/2006,136,0,82,1,70,N,0,31,68,6,17,14,19,19,35,19,22,8,4,15,24,70,10,37,12,14,13,22,17,17,13,2,17
2007-Y14,2007-R1Y3,2007,Y14,1275,Miami OH,R1Y3,0,10/30/2006,137,0,58,1,56,N,0,19,44,5,16,15,17,4,20,10,5,3,1,12,21,44,7,20,7,10,3,21,10,7,1,4,15
2007-Y15,2007-R1Y2,2007,Y15,1394,TAM C. Christi,R1Y2,0,10/30/2006,137,0,76,1,63,N,0,22,55,7,20,25,30,11,23,13,10,8,4,21,20,46,6,12,17,25,7,27,16,17,5,5,26
2007-Y16,2007-R1Y1,2007,Y16,1238,Jackson St,R1Y1,0,10/30/2006,137,0,112,1,69,N,0,43,73,10,28,16,27,24,38,27,12,5,6,13,25,69,6,22,13,14,7,12,10,8,8,1,20
2007-Z01,2007-R1Z1,2007,Z01,1242,Kansas,R1Z1,1,10/30/2006,137,1,107,0,67,N,0,40,74,13,22,14,26,13,37,29,12,14,7,26,21,66,2,19,23,34,16,27,9,21,12,1,17
2007-Z02,2007-R1Z2,2007,Z02,1417,UCLA,R1Z2,1,10/30/2006,136,1,70,0,42,N,0,27,58,10,19,6,9,13,22,18,13,6,5,18,13,38,1,6,15,22,6,19,8,17,5,3,13
2007-Z03,2007-R1Z3,2007,Z03,1338,Pittsburgh,R1Z3,1,10/30/2006,136,1,79,0,58,N,0,30,55,10,21,9,14,8,36,21,17,3,7,12,23,69,5,20,7,12,13,17,12,8,9,1,15
2007-Z04,2007-R1Z4,2007,Z04,1356,S Illinois,R1Z4,1,10/30/2006,137,1,61,0,51,N,0,18,41,2,12,23,30,9,19,11,18,9,3,21,14,42,1,11,22,31,11,19,10,20,9,0,23
2007-Z05,2007-R1Z5,2007,Z05,1439,Virginia Tech,R1Z5,1,10/30/2006,137,1,54,0,52,N,0,15,42,6,14,18,28,4,18,11,9,11,4,12,19,45,6,17,8,15,9,28,12,21,3,1,22
2007-Z06,2007-R1Z6,2007,Z06,1181,Duke,R1Z6,1,10/30/2006,136,0,79,1,77,N,0,26,61,9,16,18,24,14,17,14,11,13,1,26,27,58,3,11,20,32,18,24,11,17,5,6,19
2007-Z07,2007-R1Z7,2007,Z07,1231,Indiana,R1Z7,1,10/30/2006,136,1,70,0,57,N,0,23,58,9,25,15,16,12,33,15,13,3,2,14,19,56,7,19,12,16,6,24,14,10,6,5,17
2007-Z08,2007-R1Z8,2007,Z08,1246,Kentucky,R1Z8,1,10/30/2006,137,1,67,0,58,N,0,20,44,5,19,22,31,10,27,12,11,5,5,18,18,55,7,21,15,20,10,20,8,8,5,2,22
2007-Z09,2007-R1Z8,2007,Z09,1437,Villanova,R1Z8,0,10/30/2006,137,0,67,1,58,N,0,20,44,5,19,22,31,10,27,12,11,5,5,18,18,55,7,21,15,20,10,20,8,8,5,2,22
2007-Z10,2007-R1Z7,2007,Z10,1211,Gonzaga,R1Z7,0,10/30/2006,136,0,70,1,57,N,0,23,58,9,25,15,16,12,33,15,13,3,2,14,19,56,7,19,12,16,6,24,14,10,6,5,17
2007-Z11,2007-R1Z6,2007,Z11,1433,VA Commonwealth,R1Z6,0,10/30/2006,136,1,79,0,77,N,0,26,61,9,16,18,24,14,17,14,11,13,1,26,27,58,3,11,20,32,18,24,11,17,5,6,19
2007-Z12,2007-R1Z5,2007,Z12,1228,Illinois,R1Z5,0,10/30/2006,137,0,54,1,52,N,0,15,42,6,14,18,28,4,18,11,9,11,4,12,19,45,6,17,8,15,9,28,12,21,3,1,22
2007-Z13,2007-R1Z4,2007,Z13,1221,Holy Cross,R1Z4,0,10/30/2006,137,0,61,1,51,N,0,18,41,2,12,23,30,9,19,11,18,9,3,21,14,42,1,11,22,31,11,19,10,20,9,0,23
2007-Z14,2007-R1Z3,2007,Z14,1460,Wright St,R1Z3,0,10/30/2006,136,0,79,1,58,N,0,30,55,10,21,9,14,8,36,21,17,3,7,12,23,69,5,20,7,12,13,17,12,8,9,1,15
2007-Z15,2007-R1Z2,2007,Z15,1451,Weber St,R1Z2,0,10/30/2006,136,0,70,1,42,N,0,27,58,10,19,6,9,13,22,18,13,6,5,18,13,38,1,6,15,22,6,19,8,17,5,3,13
2007-Z16a,2007-Z16,2007,Z16a,1197,Florida A&M,Z16,1,10/30/2006,134,0,77,1,69,N,0,24,62,8,27,21,28,17,25,10,11,5,2,17,29,64,4,17,7,18,15,27,13,13,6,3,26
2007-Z16b,2007-Z16,2007,Z16b,1310,Niagara,Z16,0,10/30/2006,134,1,77,0,69,N,0,24,62,8,27,21,28,17,25,10,11,5,2,17,29,64,4,17,7,18,15,27,13,13,6,3,26
2008-W01,2008-R1W1,2008,W01,1314,North Carolina,R1W1,1,11/5/2007,137,1,113,0,74,N,0,43,71,7,16,20,25,18,30,25,9,11,4,16,28,65,7,22,11,14,9,13,16,15,7,1,18
2008-W02,2008-R1W2,2008,W02,1397,Tennessee,R1W2,1,11/5/2007,137,1,72,0,57,N,0,22,45,6,19,22,31,6,21,13,14,12,3,16,21,58,9,25,6,12,18,21,9,22,5,3,26
2008-W03,2008-R1W3,2008,W03,1257,Louisville,R1W3,1,11/5/2007,137,1,79,0,61,N,0,29,52,12,24,9,18,7,20,15,16,10,6,17,26,54,4,17,5,12,11,20,15,19,5,0,13
2008-W04,2008-R1W4,2008,W04,1450,Washington St,R1W4,1,11/5/2007,136,1,71,0,40,N,0,29,49,4,13,9,13,8,32,20,10,4,3,11,16,52,6,19,2,8,6,15,7,7,5,4,13
2008-W05,2008-R1W5,2008,W05,1323,Notre Dame,R1W5,1,11/5/2007,136,1,68,0,50,N,0,26,57,9,21,7,11,11,31,14,13,4,5,15,19,57,3,17,9,14,11,23,8,11,5,2,14
2008-W06,2008-R1W6,2008,W06,1328,Oklahoma,R1W6,1,11/5/2007,137,1,72,0,64,N,0,24,42,6,14,18,26,6,19,14,9,5,2,18,24,49,6,14,10,14,9,15,11,12,4,0,22
2008-W07,2008-R1W7,2008,W07,1139,Butler,R1W7,1,11/5/2007,137,1,81,0,61,N,0,27,53,15,28,12,13,7,21,18,10,9,1,21,21,48,6,20,13,27,13,17,8,13,5,4,19
2008-W08,2008-R1W8,2008,W08,1231,Indiana,R1W8,1,11/5/2007,137,0,86,1,72,N,0,26,48,8,17,26,33,9,25,14,12,5,4,18,28,64,10,24,6,12,14,16,14,10,8,3,23
2008-W09,2008-R1W8,2008,W09,1116,Arkansas,R1W8,0,11/5/2007,137,1,86,0,72,N,0,26,48,8,17,26,33,9,25,14,12,5,4,18,28,64,10,24,6,12,14,16,14,10,8,3,23
2008-W10,2008-R1W7,2008,W10,1375,South Alabama,R1W7,0,11/5/2007,137,0,81,1,61,N,0,27,53,15,28,12,13,7,21,18,10,9,1,21,21,48,6,20,13,27,13,17,8,13,5,4,19
2008-W11,2008-R1W6,2008,W11,1386,St Joseph's PA,R1W6,0,11/5/2007,137,0,72,1,64,N,0,24,42,6,14,18,26,6,19,14,9,5,2,18,24,49,6,14,10,14,9,15,11,12,4,0,22
2008-W12,2008-R1W5,2008,W12,1206,George Mason,R1W5,0,11/5/2007,136,0,68,1,50,N,0,26,57,9,21,7,11,11,31,14,13,4,5,15,19,57,3,17,9,14,11,23,8,11,5,2,14
2008-W13,2008-R1W4,2008,W13,1457,Winthrop,R1W4,0,11/5/2007,136,0,71,1,40,N,0,29,49,4,13,9,13,8,32,20,10,4,3,11,16,52,6,19,2,8,6,15,7,7,5,4,13
2008-W14,2008-R1W3,2008,W14,1129,Boise St,R1W3,0,11/5/2007,137,0,79,1,61,N,0,29,52,12,24,9,18,7,20,15,16,10,6,17,26,54,4,17,5,12,11,20,15,19,5,0,13
2008-W15,2008-R1W2,2008,W15,1110,American Univ,R1W2,0,11/5/2007,137,0,72,1,57,N,0,22,45,6,19,22,31,6,21,13,14,12,3,16,21,58,9,25,6,12,18,21,9,22,5,3,26
2008-W16a,2008-W16,2008,W16a,1164,Coppin St,W16,1,11/5/2007,134,0,69,1,60,N,0,19,55,5,20,26,32,13,28,10,11,7,3,16,25,57,4,17,6,13,8,26,9,11,2,6,22
2008-W16b,2008-W16,2008,W16b,1291,Mt St Mary's,W16,0,11/5/2007,134,1,69,0,60,N,0,19,55,5,20,26,32,13,28,10,11,7,3,16,25,57,4,17,6,13,8,26,9,11,2,6,22
2008-X01,2008-R1X1,2008,X01,1242,Kansas,R1X1,1,11/5/2007,136,1,85,0,61,N,0,33,61,12,25,7,15,15,23,21,11,10,3,15,21,55,9,25,10,14,13,18,11,16,8,3,18
2008-X02,2008-R1X2,2008,X02,1207,Georgetown,R1X2,1,11/5/2007,137,1,66,0,47,N,0,26,51,8,23,6,14,11,29,14,15,6,2,12,16,50,8,26,7,13,9,20,8,12,12,0,16
2008-X03,2008-R1X3,2008,X03,1458,Wisconsin,R1X3,1,11/5/2007,136,1,71,0,56,N,0,25,59,3,16,18,25,18,32,13,17,8,7,11,21,58,7,21,7,13,7,20,7,14,9,0,25
2008-X04,2008-R1X4,2008,X04,1435,Vanderbilt,R1X4,1,11/5/2007,137,0,83,1,62,N,0,26,46,9,20,22,25,5,24,16,17,10,0,11,25,61,4,20,8,12,14,17,12,16,9,0,19
2008-X05,2008-R1X5,2008,X05,1155,Clemson,R1X5,1,11/5/2007,137,0,75,1,69,N,0,22,44,7,13,24,29,5,31,8,19,6,1,15,23,60,9,33,14,23,12,19,9,14,8,3,24
2008-X06,2008-R1X6,2008,X06,1425,USC,R1X6,1,11/5/2007,136,0,80,1,67,N,0,29,60,7,16,15,26,21,23,15,13,7,1,21,21,50,6,12,19,27,9,18,12,11,6,4,24
2008-X07,2008-R1X7,2008,X07,1211,Gonzaga,R1X7,1,11/5/2007,137,0,82,1,76,N,0,28,57,11,22,15,21,10,19,18,14,9,1,18,28,55,12,27,8,14,11,23,14,19,11,1,19
2008-X08,2008-R1X8,2008,X08,1424,UNLV,R1X8,1,11/5/2007,136,1,71,0,58,N,0,29,57,6,18,7,9,7,29,16,19,11,7,16,21,59,5,17,11,15,12,22,9,20,10,1,14
2008-X09,2008-R1X8,2008,X09,1245,Kent,R1X8,0,11/5/2007,136,0,71,1,58,N,0,29,57,6,18,7,9,7,29,16,19,11,7,16,21,59,5,17,11,15,12,22,9,20,10,1,14
2008-X10,2008-R1X7,2008,X10,1172,Davidson,R1X7,0,11/5/2007,137,1,82,0,76,N,0,28,57,11,22,15,21,10,19,18,14,9,1,18,28,55,12,27,8,14,11,23,14,19,11,1,19
2008-X11,2008-R1X6,2008,X11,1243,Kansas St,R1X6,0,11/5/2007,136,1,80,0,67,N,0,29,60,7,16,15,26,21,23,15,13,7,1,21,21,50,6,12,19,27,9,18,12,11,6,4,24
2008-X12,2008-R1X5,2008,X12,1437,Villanova,R1X5,0,11/5/2007,137,1,75,0,69,N,0,22,44,7,13,24,29,5,31,8,19,6,1,15,23,60,9,33,14,23,12,19,9,14,8,3,24
2008-X13,2008-R1X4,2008,X13,1373,Siena,R1X4,0,11/5/2007,137,1,83,0,62,N,0,26,46,9,20,22,25,5,24,16,17,10,0,11,25,61,4,20,8,12,14,17,12,16,9,0,19
2008-X14,2008-R1X3,2008,X14,1168,CS Fullerton,R1X3,0,11/5/2007,136,0,71,1,56,N,0,25,59,3,16,18,25,18,32,13,17,8,7,11,21,58,7,21,7,13,7,20,7,14,9,0,25
2008-X15,2008-R1X2,2008,X15,1420,UMBC,R1X2,0,11/5/2007,137,0,66,1,47,N,0,26,51,8,23,6,14,11,29,14,15,6,2,12,16,50,8,26,7,13,9,20,8,12,12,0,16
2008-X16,2008-R1X1,2008,X16,1340,Portland St,R1X1,0,11/5/2007,136,0,85,1,61,N,0,33,61,12,25,7,15,15,23,21,11,10,3,15,21,55,9,25,10,14,13,18,11,16,8,3,18
2008-Y01,2008-R1Y1,2008,Y01,1272,Memphis,R1Y1,1,11/5/2007,137,1,87,0,63,N,0,28,54,9,20,22,35,16,23,18,12,7,5,18,24,55,4,13,11,21,12,17,16,14,5,3,23
2008-Y02,2008-R1Y2,2008,Y02,1400,Texas,R1Y2,1,11/5/2007,137,1,74,0,54,N,0,27,55,10,22,10,18,15,29,17,11,2,6,16,17,59,6,23,14,21,18,17,10,7,4,1,19
2008-Y03,2008-R1Y3,2008,Y03,1390,Stanford,R1Y3,1,11/5/2007,136,1,77,0,53,N,0,31,56,8,18,7,10,13,34,20,19,5,7,15,18,59,8,26,9,13,10,15,7,11,8,3,17
2008-Y04,2008-R1Y4,2008,Y04,1338,Pittsburgh,R1Y4,1,11/5/2007,136,1,82,0,63,N,0,32,69,8,22,10,13,16,34,17,9,5,1,13,22,63,9,22,10,15,11,22,10,10,6,5,11
2008-Y05,2008-R1Y5,2008,Y05,1277,Michigan St,R1Y5,1,11/5/2007,136,1,72,0,61,N,0,26,54,4,15,16,18,10,27,19,12,4,2,18,21,56,6,23,13,19,11,18,13,11,7,2,12
2008-Y06,2008-R1Y6,2008,Y06,1266,Marquette,R1Y6,1,11/5/2007,136,1,74,0,66,N,0,23,52,5,13,23,29,15,19,10,7,5,3,18,23,48,8,20,12,17,9,17,13,12,4,5,22
2008-Y07,2008-R1Y7,2008,Y07,1274,Miami FL,R1Y7,1,11/5/2007,137,1,78,0,64,N,0,28,63,5,13,17,21,13,34,14,16,4,4,20,22,59,8,23,12,23,10,23,15,14,3,4,20
2008-Y08,2008-R1Y8,2008,Y08,1280,Mississippi St,R1Y8,1,11/5/2007,137,1,76,0,69,N,0,24,51,4,17,24,36,8,32,16,12,5,6,15,22,64,9,38,16,19,11,25,13,10,6,2,26
2008-Y09,2008-R1Y8,2008,Y09,1332,Oregon,R1Y8,0,11/5/2007,137,0,76,1,69,N,0,24,51,4,17,24,36,8,32,16,12,5,6,15,22,64,9,38,16,19,11,25,13,10,6,2,26
2008-Y10,2008-R1Y7,2008,Y10,1388,St Mary's CA,R1Y7,0,11/5/2007,137,0,78,1,64,N,0,28,63,5,13,17,21,13,34,14,16,4,4,20,22,59,8,23,12,23,10,23,15,14,3,4,20
2008-Y11,2008-R1Y6,2008,Y11,1246,Kentucky,R1Y6,0,11/5/2007,136,0,74,1,66,N,0,23,52,5,13,23,29,15,19,10,7,5,3,18,23,48,8,20,12,17,9,17,13,12,4,5,22
2008-Y12,2008-R1Y5,2008,Y12,1396,Temple,R1Y5,0,11/5/2007,136,0,72,1,61,N,0,26,54,4,15,16,18,10,27,19,12,4,2,18,21,56,6,23,13,19,11,18,13,11,7,2,12
2008-Y13,2008-R1Y4,2008,Y13,1331,Oral Roberts,R1Y4,0,11/5/2007,136,0,82,1,63,N,0,32,69,8,22,10,13,16,34,17,9,5,1,13,22,63,9,22,10,15,11,22,10,10,6,5,11
