Unique ID,Season,Team,games_won,games_lost,total_wscore,total_lscore,win_score_diff,lose_score_diff,avg_win_score_diff,avg_lose_score_diff,seed,seed_number,ncaa_champ,final_four
1276-2011,2011,1276,19,13,1356,740,211,119,11.10526316,9.153846154,X08,08,0,0
1276-2012,2012,1276,23,9,1590,546,244,100,10.60869565,11.11111111,X04,04,0,0
1276-2013,2013,1276,25,7,1932,448,419,53,16.76,7.571428571,X04,04,0,1
1276-2014,2014,1276,25,8,1949,506,375,77,15,9.625,Y02,02,0,0
1276-2015,2015,1276,15,16,1041,938,165,166,11,10.375,0,0,0,0
1276-2016,2016,1276,21,12,1662,794,369,163,17.57142857,13.58333333,W11a,11,0,0
1277-2003,2003,1277,19,12,1343,741,281,87,14.78947368,7.25,X07,07,0,0
1277-2004,2004,1277,18,11,1341,731,224,105,12.44444444,9.545454545,Z07,07,0,0
1277-2005,2005,1277,22,6,1759,427,454,42,20.63636364,7,Y05,05,0,1
1277-2006,2006,1277,21,11,1654,712,289,115,13.76190476,10.45454545,Z06,06,0,0
1277-2007,2007,1277,22,11,1550,598,378,101,17.18181818,9.181818182,W09,09,0,0
1277-2008,2008,1277,25,8,1904,449,379,72,15.16,9,Y05,05,0,0
1277-2009,2009,1277,26,6,1921,380,382,94,14.69230769,15.66666667,Y02,02,0,1
1277-2010,2010,1277,24,8,1780,544,354,68,14.75,8.5,Y05,05,0,1
1277-2011,2011,1277,18,14,1337,843,226,157,12.55555556,11.21428571,Y10,10,0,0
1277-2012,2012,1277,27,7,2030,423,486,43,18,6.142857143,Z01,01,0,0
1277-2013,2013,1277,24,8,1663,497,306,46,12.75,5.75,Y03,03,0,0
1277-2014,2014,1277,26,8,2090,492,413,52,15.88461538,6.5,W04,04,0,0
1277-2015,2015,1277,23,11,1699,745,360,72,15.65217391,6.545454545,W07,07,0,1
1277-2016,2016,1277,29,5,2355,357,590,33,20.34482759,6.6,X02,02,0,0
1278-2003,2003,1278,16,12,1287,797,210,136,13.125,11.33333333,0,0,0,0
1278-2004,2004,1278,12,18,951,1151,143,192,11.91666667,10.66666667,0,0,0,0
1278-2005,2005,1278,21,10,1519,603,281,107,13.38095238,10.7,Z08,08,0,0
1278-2006,2006,1278,15,14,1075,836,193,151,12.86666667,10.78571429,0,0,0,0
1278-2007,2007,1278,9,22,605,1275,88,261,9.777777778,11.86363636,0,0,0,0
1278-2008,2008,1278,20,13,1508,756,333,151,16.65,11.61538462,0,0,0,0
1278-2009,2009,1278,21,10,1475,576,249,103,11.85714286,10.3,W10,10,0,0
1278-2010,2010,1278,21,13,1671,808,434,132,20.66666667,10.15384615,Z11,11,0,0
1278-2011,2011,1278,17,14,1264,873,165,104,9.705882353,7.428571429,0,0,0,0
1278-2012,2012,1278,19,14,1380,844,225,128,11.84210526,9.142857143,0,0,0,0
1278-2013,2013,1278,20,12,1499,691,339,123,16.95,10.25,X11,11,0,0
1278-2014,2014,1278,19,13,1436,832,239,141,12.57894737,10.84615385,0,0,0,0
1278-2015,2015,1278,17,15,1372,968,276,112,16.23529412,7.466666667,0,0,0,0
1278-2016,2016,1278,8,23,620,1488,88,274,11,11.91304348,0,0,0,0
1279-2003,2003,1279,14,15,986,947,222,135,15.85714286,9,0,0,0,0
1279-2004,2004,1279,13,15,865,905,142,203,10.92307692,13.53333333,0,0,0,0
1279-2005,2005,1279,14,17,1012,967,212,221,15.14285714,13,0,0,0,0
1279-2006,2006,1279,14,16,1039,912,186,266,13.28571429,16.625,0,0,0,0
1279-2007,2007,1279,20,12,1584,761,273,136,13.65,11.33333333,0,0,0,0
1279-2008,2008,1279,21,10,1746,717,288,81,13.71428571,8.1,0,0,0,0
1279-2009,2009,1279,16,15,1246,1008,209,196,13.0625,13.06666667,0,0,0,0
1279-2010,2010,1279,21,10,1724,692,315,72,15,7.2,0,0,0,0
1279-2011,2011,1279,20,13,1558,881,294,128,14.7,9.846153846,0,0,0,0
1279-2012,2012,1279,20,13,1367,815,195,167,9.75,12.84615385,0,0,0,0
1279-2013,2013,1279,26,8,2088,560,421,60,16.19230769,7.5,Z12,12,0,0
1279-2014,2014,1279,19,14,1479,1003,202,120,10.63157895,8.571428571,0,0,0,0
1279-2015,2015,1279,20,12,1496,828,226,62,11.3,5.166666667,Z11b,11,0,0
1279-2016,2016,1279,20,12,1585,820,213,114,10.65,9.5,0,0,0,0
1280-2003,2003,1280,21,9,1547,558,361,61,17.19047619,6.777777778,W05,05,0,0
1280-2004,2004,1280,25,3,1950,209,312,9,12.48,3,W02,02,0,0
1280-2005,2005,1280,22,10,1669,649,339,133,15.40909091,13.3,Y09,09,0,0
1280-2006,2006,1280,15,15,1121,922,183,198,12.2,13.2,0,0,0,0
1280-2007,2007,1280,18,13,1469,892,320,88,17.77777778,6.769230769,0,0,0,0
1280-2008,2008,1280,22,10,1686,653,331,74,15.04545455,7.4,Y08,08,0,0
1280-2009,2009,1280,22,12,1695,822,277,107,12.59090909,8.916666667,Z13,13,0,0
1280-2010,2010,1280,23,11,1738,729,344,70,14.95652174,6.363636364,0,0,0,0
1280-2011,2011,1280,17,14,1241,924,159,171,9.352941176,12.21428571,0,0,0,0
1280-2012,2012,1280,21,11,1593,688,237,91,11.28571429,8.272727273,0,0,0,0
1280-2013,2013,1280,10,22,712,1228,140,424,14,19.27272727,0,0,0,0
1280-2014,2014,1280,14,19,1047,1187,149,268,10.64285714,14.10526316,0,0,0,0
1280-2015,2015,1280,12,19,841,1077,127,195,10.58333333,10.26315789,0,0,0,0
1280-2016,2016,1280,14,17,1111,1212,209,142,14.92857143,8.352941176,0,0,0,0
1281-2003,2003,1281,21,10,1590,635,279,115,13.28571429,11.5,Y06,06,0,0
1281-2004,2004,1281,16,13,1269,893,165,115,10.3125,8.846153846,0,0,0,0
1281-2005,2005,1281,16,16,1075,979,122,181,7.625,11.3125,0,0,0,0
1281-2006,2006,1281,12,16,877,979,111,227,9.25,14.1875,0,0,0,0
1281-2007,2007,1281,18,12,1459,869,285,113,15.83333333,9.416666667,0,0,0,0
1281-2008,2008,1281,16,16,1319,1149,303,147,18.9375,9.1875,0,0,0,0
1281-2009,2009,1281,28,6,2354,404,574,76,20.5,12.66666667,Z03,03,0,0
1281-2010,2010,1281,22,10,1857,625,465,89,21.13636364,8.9,W10,10,0,0
1281-2011,2011,1281,22,10,1841,746,388,100,17.63636364,10,X11,11,0,0
1281-2012,2012,1281,30,4,2445,285,529,34,17.63333333,8.5,Z02,02,0,0
1281-2013,2013,1281,23,10,1844,672,422,90,18.34782609,9,Y09,09,0,0
1281-2014,2014,1281,22,11,1683,722,218,106,9.909090909,9.636363636,0,0,0,0
1281-2015,2015,1281,8,23,550,1311,71,323,8.875,14.04347826,0,0,0,0
1281-2016,2016,1281,10,21,789,1337,166,302,16.6,14.38095238,0,0,0,0
1282-2003,2003,1282,9,20,700,1268,69,283,7.666666667,14.15,0,0,0,0
1282-2004,2004,1282,15,14,1189,956,248,146,16.53333333,10.42857143,0,0,0,0
1282-2005,2005,1282,14,12,1117,768,118,104,8.428571429,8.666666667,0,0,0,0
1282-2006,2006,1282,13,14,1027,873,85,215,6.538461538,15.35714286,0,0,0,0
1282-2007,2007,1282,11,19,909,1214,114,253,10.36363636,13.31578947,0,0,0,0
1282-2008,2008,1282,9,21,644,1385,70,268,7.777777778,12.76190476,0,0,0,0
1282-2009,2009,1282,7,24,480,1528,39,293,5.571428571,12.20833333,0,0,0,0
1282-2010,2010,1282,10,18,717,1127,75,252,7.5,14,0,0,0,0
1282-2011,2011,1282,15,14,1096,933,140,269,9.333333333,19.21428571,0,0,0,0
1282-2012,2012,1282,10,20,747,1189,112,314,11.2,15.7,0,0,0,0
1282-2013,2013,1282,7,24,496,1355,50,387,7.142857143,16.125,0,0,0,0
1282-2014,2014,1282,10,19,790,1219,86,291,8.6,15.31578947,0,0,0,0
1282-2015,2015,1282,12,19,832,1158,119,210,9.916666667,11.05263158,0,0,0,0
1282-2016,2016,1282,9,19,688,1247,99,213,11,11.21052632,0,0,0,0
1283-2003,2003,1283,17,12,1141,790,231,82,13.58823529,6.833333333,0,0,0,0
1283-2004,2004,1283,19,14,1344,865,211,110,11.10526316,7.857142857,0,0,0,0
1283-2005,2005,1283,18,12,1411,752,249,89,13.83333333,7.416666667,0,0,0,0
1283-2006,2006,1283,20,8,1615,494,343,93,17.15,11.625,0,0,0,0
1283-2007,2007,1283,21,10,1677,604,341,80,16.23809524,8,0,0,0,0
1283-2008,2008,1283,16,16,1177,973,229,158,14.3125,9.875,0,0,0,0
1283-2009,2009,1283,11,20,705,1182,109,206,9.909090909,10.3,0,0,0,0
1283-2010,2010,1283,20,12,1474,797,240,74,12,6.166666667,0,0,0,0
1283-2011,2011,1283,25,8,1791,492,292,61,11.68,7.625,0,0,0,0
1283-2012,2012,1283,15,16,1012,1027,189,120,12.6,7.5,0,0,0,0
1283-2013,2013,1283,9,22,598,1197,58,289,6.444444444,13.13636364,0,0,0,0
1283-2014,2014,1283,19,12,1389,729,177,187,9.315789474,15.58333333,0,0,0,0
1283-2015,2015,1283,9,20,569,1139,76,267,8.444444444,13.35,0,0,0,0
1283-2016,2016,1283,12,19,872,1204,89,278,7.416666667,14.63157895,0,0,0,0
1284-2003,2003,1284,15,13,1077,771,122,152,8.133333333,11.69230769,0,0,0,0
1284-2004,2004,1284,21,11,1515,686,200,140,9.523809524,12.72727273,W15,15,0,0
1284-2005,2005,1284,16,13,1122,723,146,133,9.125,10.23076923,0,0,0,0
1284-2006,2006,1284,18,14,1224,851,159,132,8.833333333,9.428571429,Y16b,16,0,0
1284-2007,2007,1284,12,18,813,1125,107,197,8.916666667,10.94444444,0,0,0,0
1284-2008,2008,1284,7,24,428,1406,40,285,5.714285714,11.875,0,0,0,0
1284-2009,2009,1284,8,23,531,1394,74,337,9.25,14.65217391,0,0,0,0
1284-2010,2010,1284,12,19,822,1154,134,223,11.16666667,11.73684211,0,0,0,0
1284-2011,2011,1284,9,21,602,1216,53,211,5.888888889,10.04761905,0,0,0,0
1284-2012,2012,1284,12,20,899,1241,131,411,10.91666667,20.55,0,0,0,0
1284-2013,2013,1284,10,21,749,1260,100,343,10,16.33333333,0,0,0,0
1284-2014,2014,1284,11,21,848,1360,117,247,10.63636364,11.76190476,0,0,0,0
1284-2015,2015,1284,18,15,1214,920,156,132,8.666666667,8.8,0,0,0,0
1284-2016,2016,1284,27,7,2156,544,320,57,11.85185185,8.142857143,0,0,0,0
1285-2003,2003,1285,12,16,878,1074,121,175,10.08333333,10.9375,0,0,0,0
1285-2004,2004,1285,8,18,599,1181,70,205,8.75,11.38888889,0,0,0,0
1285-2005,2005,1285,16,12,1184,756,165,158,10.3125,13.16666667,W16,16,0,0
1285-2006,2006,1285,21,6,1658,452,243,59,11.57142857,9.833333333,Y12,12,0,0
1285-2007,2007,1285,15,15,1138,997,148,134,9.866666667,8.933333333,0,0,0,0
1285-2008,2008,1285,12,16,890,1028,162,159,13.5,9.9375,0,0,0,0
1285-2009,2009,1285,16,12,1132,698,192,163,12,13.58333333,0,0,0,0
1285-2010,2010,1285,20,9,1489,525,260,49,13,5.444444444,W14,14,0,0
1285-2011,2011,1285,19,10,1352,560,258,108,13.57894737,10.8,0,0,0,0
1285-2012,2012,1285,23,6,1691,375,325,63,14.13043478,10.5,W13,13,0,0
1285-2013,2013,1285,23,6,1634,410,213,73,9.260869565,12.16666667,W13,13,0,0
1285-2014,2014,1285,15,13,1081,878,131,111,8.733333333,8.538461538,0,0,0,0
1285-2015,2015,1285,18,12,1287,835,178,98,9.888888889,8.166666667,0,0,0,0
1285-2016,2016,1285,18,11,1429,665,239,128,13.27777778,11.63636364,0,0,0,0
1286-2003,2003,1286,9,16,606,969,80,142,8.888888889,8.875,0,0,0,0
1286-2004,2004,1286,12,13,868,815,121,142,10.08333333,10.92307692,0,0,0,0
1286-2005,2005,1286,12,14,893,844,147,184,12.25,13.14285714,0,0,0,0
1286-2006,2006,1286,13,14,1036,935,103,143,7.923076923,10.21428571,0,0,0,0
1286-2007,2007,1286,9,19,659,1200,90,281,10,14.78947368,0,0,0,0
1286-2008,2008,1286,13,15,990,1018,120,175,9.230769231,11.66666667,0,0,0,0
1286-2009,2009,1286,13,17,945,1030,100,211,7.692307692,12.41176471,0,0,0,0
1286-2010,2010,1286,13,14,932,889,106,135,8.153846154,9.642857143,0,0,0,0
1286-2011,2011,1286,11,18,805,1088,98,208,8.909090909,11.55555556,0,0,0,0
1286-2012,2012,1286,10,17,756,1054,79,232,7.9,13.64705882,0,0,0,0
1286-2013,2013,1286,11,17,786,1153,69,187,6.272727273,11,0,0,0,0
1286-2014,2014,1286,12,17,839,1052,84,225,7,13.23529412,0,0,0,0
1286-2015,2015,1286,6,23,488,1350,64,337,10.66666667,14.65217391,0,0,0,0
1286-2016,2016,1286,13,17,1061,1218,128,175,9.846153846,10.29411765,0,0,0,0
1287-2003,2003,1287,17,9,1461,606,200,92,11.76470588,10.22222222,0,0,0,0
1287-2004,2004,1287,13,13,1008,913,105,178,8.076923077,13.69230769,0,0,0,0
1287-2005,2005,1287,8,16,581,909,82,318,10.25,19.875,0,0,0,0
1287-2006,2006,1287,3,23,200,1356,20,407,6.666666667,17.69565217,0,0,0,0
1287-2007,2007,1287,10,18,698,1068,88,161,8.8,8.944444444,0,0,0,0
1287-2008,2008,1287,13,15,947,825,108,247,8.307692308,16.46666667,0,0,0,0
1287-2009,2009,1287,17,15,1277,942,171,150,10.05882353,10,Y16b,16,0,0
1287-2010,2010,1287,21,10,1551,624,298,84,14.19047619,8.4,0,0,0,0
1287-2011,2011,1287,22,9,1624,511,287,75,13.04545455,8.333333333,Z13,13,0,0
1287-2012,2012,1287,15,15,960,866,155,190,10.33333333,12.66666667,0,0,0,0
1287-2013,2013,1287,13,18,1007,1174,103,213,7.923076923,11.83333333,0,0,0,0
1287-2014,2014,1287,18,13,1454,873,193,144,10.72222222,11.07692308,0,0,0,0
1287-2015,2015,1287,15,17,1187,1025,219,134,14.6,7.882352941,0,0,0,0
1287-2016,2016,1287,17,12,1217,834,172,88,10.11764706,7.333333333,0,0,0,0
1288-2003,2003,1288,7,22,530,1447,63,298,9,13.54545455,0,0,0,0
1288-2004,2004,1288,11,16,809,1045,87,170,7.909090909,10.625,0,0,0,0
1288-2005,2005,1288,14,16,1016,946,154,221,11,13.8125,0,0,0,0
1288-2006,2006,1288,4,26,290,1356,18,603,4.5,23.19230769,0,0,0,0
1288-2007,2007,1288,13,18,940,1168,137,208,10.53846154,11.55555556,0,0,0,0
1288-2008,2008,1288,21,10,1435,653,272,83,12.95238095,8.3,0,0,0,0
1288-2009,2009,1288,22,11,1577,632,281,104,12.77272727,9.454545455,X15,15,0,0
1288-2010,2010,1288,27,9,2126,637,331,97,12.25925926,10.77777778,W15,15,0,0
1288-2011,2011,1288,17,14,1186,875,162,172,9.529411765,12.28571429,0,0,0,0
1288-2012,2012,1288,9,20,673,1261,91,174,10.11111111,8.7,0,0,0,0
1288-2013,2013,1288,17,15,1220,942,193,125,11.35294118,8.333333333,0,0,0,0
1288-2014,2014,1288,15,16,1198,1017,169,193,11.26666667,12.0625,0,0,0,0
1288-2015,2015,1288,7,24,457,1441,41,342,5.857142857,14.25,0,0,0,0
1288-2016,2016,1288,8,22,588,1435,117,255,14.625,11.59090909,0,0,0,0
1289-2003,2003,1289,4,20,284,1162,20,381,5,19.05,0,0,0,0
1290-2003,2003,1290,14,13,1124,927,147,108,10.5,8.307692308,0,0,0,0
1290-2004,2004,1290,21,6,1481,373,313,83,14.9047619,13.83333333,0,0,0,0
1290-2005,2005,1290,13,15,916,959,171,141,13.15384615,9.4,0,0,0,0
1290-2006,2006,1290,9,18,617,1023,49,289,5.444444444,16.05555556,0,0,0,0
1290-2007,2007,1290,18,15,1173,840,182,218,10.11111111,14.53333333,0,0,0,0
1290-2008,2008,1290,15,15,1035,796,125,263,8.333333333,17.53333333,Z16,16,0,0
1290-2009,2009,1290,7,25,521,1508,89,448,12.71428571,17.92,0,0,0,0
1290-2010,2010,1290,8,23,569,1386,74,378,9.25,16.43478261,0,0,0,0
1290-2011,2011,1290,13,19,1039,1147,168,375,12.92307692,19.73684211,0,0,0,0
1290-2012,2012,1290,21,12,1532,742,215,227,10.23809524,18.91666667,Y16a,16,0,0
1290-2013,2013,1290,5,23,387,1378,62,366,12.4,15.91304348,0,0,0,0
1290-2014,2014,1290,6,23,462,1535,35,404,5.833333333,17.56521739,0,0,0,0
1290-2015,2015,1290,6,26,418,1627,43,560,7.166666667,21.53846154,0,0,0,0
1290-2016,2016,1290,8,27,568,1725,48,459,6,17,0,0,0,0
1291-2003,2003,1291,11,16,754,961,59,225,5.363636364,14.0625,0,0,0,0
1291-2004,2004,1291,10,19,731,1227,94,206,9.4,10.84210526,0,0,0,0
1291-2005,2005,1291,7,20,518,1247,74,245,10.57142857,12.25,0,0,0,0
1291-2006,2006,1291,13,17,898,1041,122,178,9.384615385,10.47058824,0,0,0,0
1291-2007,2007,1291,11,20,839,1183,107,205,9.727272727,10.25,0,0,0,0
1291-2008,2008,1291,18,14,1311,899,218,136,12.11111111,9.714285714,W16b,16,0,0
1291-2009,2009,1291,19,13,1374,809,244,71,12.84210526,5.461538462,0,0,0,0
1291-2010,2010,1291,16,15,1116,929,246,160,15.375,10.66666667,0,0,0,0
1291-2011,2011,1291,11,21,731,1209,106,290,9.636363636,13.80952381,0,0,0,0
1291-2012,2012,1291,8,21,535,1213,82,280,10.25,13.33333333,0,0,0,0
1291-2013,2013,1291,18,14,1377,856,161,217,8.944444444,15.5,0,0,0,0
1291-2014,2014,1291,16,16,1316,1124,155,210,9.6875,13.125,X16b,16,0,0
1291-2015,2015,1291,15,15,1066,827,165,217,11,14.46666667,0,0,0,0
1291-2016,2016,1291,14,19,1021,1197,188,252,13.42857143,13.26315789,0,0,0,0
1292-2003,2003,1292,14,14,1033,880,159,157,11.35714286,11.21428571,0,0,0,0
1292-2004,2004,1292,15,12,1082,772,155,127,10.33333333,10.58333333,0,0,0,0
1292-2005,2005,1292,17,12,1291,745,209,101,12.29411765,8.416666667,0,0,0,0
1292-2006,2006,1292,15,12,1133,752,145,152,9.666666667,12.66666667,0,0,0,0
1292-2007,2007,1292,14,17,941,994,131,189,9.357142857,11.11764706,0,0,0,0
1292-2008,2008,1292,16,15,1141,948,135,214,8.4375,14.26666667,0,0,0,0
1292-2009,2009,1292,17,14,1267,893,214,115,12.58823529,8.214285714,0,0,0,0
1292-2010,2010,1292,17,13,1225,798,213,111,12.52941176,8.538461538,0,0,0,0
1292-2011,2011,1292,15,16,1084,1044,184,131,12.26666667,8.1875,0,0,0,0
1292-2012,2012,1292,24,6,1737,405,326,44,13.58333333,7.333333333,0,0,0,0
1292-2013,2013,1292,28,5,2063,288,495,51,17.67857143,10.2,Y11a,11,0,0
1292-2014,2014,1292,22,9,1594,528,275,103,12.5,11.44444444,0,0,0,0
1292-2015,2015,1292,18,16,1214,938,198,165,11,10.3125,0,0,0,0
1292-2016,2016,1292,22,9,1663,579,203,76,9.227272727,8.444444444,X15,15,0,0
1293-2003,2003,1293,15,12,1238,783,239,96,15.93333333,8,0,0,0,0
1293-2004,2004,1293,25,5,2124,300,407,65,16.28,13,W12,12,0,0
1293-2005,2005,1293,15,11,1141,700,209,92,13.93333333,8.363636364,0,0,0,0
1293-2006,2006,1293,23,6,1711,351,320,39,13.91304348,6.5,Z14,14,0,0
1293-2007,2007,1293,14,13,980,794,114,132,8.142857143,10.15384615,0,0,0,0
1293-2008,2008,1293,16,13,1248,850,214,140,13.375,10.76923077,0,0,0,0
1293-2009,2009,1293,17,12,1225,734,210,98,12.35294118,8.166666667,0,0,0,0
1293-2010,2010,1293,28,4,2147,288,509,27,18.17857143,6.75,Z13,13,0,0
1293-2011,2011,1293,21,8,1470,470,244,72,11.61904762,9,0,0,0,0
1293-2012,2012,1293,27,1,2010,68,336,4,12.44444444,4,Z06,06,0,0
1293-2013,2013,1293,19,10,1424,669,183,64,9.631578947,6.4,0,0,0,0
1293-2014,2014,1293,16,11,1263,796,184,108,11.5,9.818181818,0,0,0,0
1293-2015,2015,1293,25,5,1998,342,364,69,14.56,13.8,0,0,0,0
1293-2016,2016,1293,15,14,1072,934,165,122,11,8.714285714,0,0,0,0
1294-2005,2005,1294,4,21,345,1239,46,387,11.5,18.42857143,0,0,0,0
1294-2006,2006,1294,3,24,241,1502,61,349,20.33333333,14.54166667,0,0,0,0
1294-2007,2007,1294,3,23,246,1480,20,277,6.666666667,12.04347826,0,0,0,0
1294-2008,2008,1294,11,16,821,1037,103,166,9.363636364,10.375,0,0,0,0
1294-2009,2009,1294,13,18,1009,1182,122,142,9.384615385,7.888888889,0,0,0,0
1294-2010,2010,1294,23,7,1716,482,258,59,11.2173913,8.428571429,0,0,0,0
1294-2011,2011,1294,19,10,1398,662,223,96,11.73684211,9.6,X15,15,0,0
1294-2012,2012,1294,8,18,585,1283,85,190,10.625,10.55555556,0,0,0,0
1294-2013,2013,1294,11,18,839,1128,131,202,11.90909091,11.22222222,0,0,0,0
1294-2014,2014,1294,16,13,1230,869,198,134,12.375,10.30769231,0,0,0,0
1294-2015,2015,1294,13,15,1029,1037,136,153,10.46153846,10.2,0,0,0,0
1294-2016,2016,1294,8,21,642,1474,44,282,5.5,13.42857143,0,0,0,0
1295-2006,2006,1295,12,12,906,773,163,109,13.58333333,9.083333333,0,0,0,0
1295-2007,2007,1295,16,8,1250,544,274,48,17.125,6,0,0,0,0
1295-2008,2008,1295,14,13,1177,849,266,149,19,11.46153846,0,0,0,0
1295-2009,2009,1295,24,6,1916,458,338,34,14.08333333,5.666666667,Y14,14,0,0
1295-2010,2010,1295,9,18,662,1185,74,149,8.222222222,8.277777778,0,0,0,0
1295-2011,2011,1295,12,15,939,1058,155,102,12.91666667,6.8,0,0,0,0
1295-2012,2012,1295,16,13,1266,834,213,104,13.3125,8,0,0,0,0
1295-2013,2013,1295,22,9,1554,491,411,115,18.68181818,12.77777778,0,0,0,0
1295-2014,2014,1295,22,6,1686,407,268,64,12.18181818,10.66666667,Z12,12,0,0
1295-2015,2015,1295,21,9,1384,534,197,128,9.380952381,14.22222222,X15,15,0,0
1295-2016,2016,1295,18,13,1238,859,184,120,10.22222222,9.230769231,0,0,0,0
1296-2003,2003,1296,17,14,1237,921,173,179,10.17647059,12.78571429,0,0,0,0
1296-2004,2004,1296,8,19,579,1211,94,213,11.75,11.21052632,0,0,0,0
1296-2005,2005,1296,11,17,815,1101,114,136,10.36363636,8,0,0,0,0
1296-2006,2006,1296,16,11,1191,713,161,90,10.0625,8.181818182,0,0,0,0
1296-2007,2007,1296,6,23,472,1452,54,223,9,9.695652174,0,0,0,0
1296-2008,2008,1296,6,22,413,1427,45,316,7.5,14.36363636,0,0,0,0
1296-2009,2009,1296,9,20,705,1209,118,259,13.11111111,12.95,0,0,0,0
1296-2010,2010,1296,10,20,748,1269,113,254,11.3,12.7,0,0,0,0
1296-2011,2011,1296,8,21,611,1363,61,229,7.625,10.9047619,0,0,0,0
1296-2012,2012,1296,4,26,256,1388,18,424,4.5,16.30769231,0,0,0,0
1296-2013,2013,1296,4,25,278,1269,37,321,9.25,12.84,0,0,0,0
1296-2014,2014,1296,14,17,877,1004,111,181,7.928571429,10.64705882,0,0,0,0
1296-2015,2015,1296,13,16,936,949,113,161,8.692307692,10.0625,0,0,0,0
1296-2016,2016,1296,17,12,1241,796,147,118,8.647058824,9.833333333,0,0,0,0
1297-2013,2013,1297,11,16,710,872,114,179,10.36363636,11.1875,0,0,0,0
1297-2014,2014,1297,9,21,707,1337,96,263,10.66666667,12.52380952,0,0,0,0
1297-2015,2015,1297,11,17,855,1057,167,233,15.18181818,13.70588235,0,0,0,0
1297-2016,2016,1297,7,21,582,1363,93,266,13.28571429,12.66666667,0,0,0,0
1298-2003,2003,1298,7,19,486,1069,69,234,9.857142857,12.31578947,0,0,0,0
1298-2004,2004,1298,3,23,176,1243,14,446,4.666666667,19.39130435,0,0,0,0
1298-2005,2005,1298,8,18,640,1173,72,208,9,11.55555556,0,0,0,0
1298-2006,2006,1298,8,18,616,1091,98,253,12.25,14.05555556,0,0,0,0
1298-2007,2007,1298,12,16,859,847,129,227,10.75,14.1875,0,0,0,0
1298-2008,2008,1298,16,14,1266,1023,188,107,11.75,7.642857143,0,0,0,0
1298-2009,2009,1298,19,11,1407,722,159,89,8.368421053,8.090909091,0,0,0,0
1298-2010,2010,1298,13,17,1035,1103,78,201,6,11.82352941,0,0,0,0
1298-2011,2011,1298,10,20,766,1273,110,263,11,13.15,0,0,0,0
1298-2012,2012,1298,2,26,142,1448,16,292,8,11.23076923,0,0,0,0
1298-2013,2013,1298,7,23,455,1179,82,288,11.71428571,12.52173913,0,0,0,0
1298-2014,2014,1298,8,21,578,1144,87,275,10.875,13.0952381,0,0,0,0
1298-2015,2015,1298,12,19,827,1058,108,240,9,12.63157895,0,0,0,0
1298-2016,2016,1298,18,14,1275,879,201,135,11.16666667,9.642857143,0,0,0,0
1299-2003,2003,1299,1,25,61,1521,7,522,7,20.88,0,0,0,0
1299-2004,2004,1299,3,25,230,1388,43,507,14.33333333,20.28,0,0,0,0
1299-2005,2005,1299,6,24,433,1503,45,328,7.5,13.66666667,0,0,0,0
1299-2006,2006,1299,6,23,401,1389,39,313,6.5,13.60869565,0,0,0,0
1299-2007,2007,1299,13,17,1047,1112,123,157,9.461538462,9.235294118,0,0,0,0
1299-2008,2008,1299,12,16,928,945,101,267,8.416666667,16.6875,0,0,0,0
1299-2009,2009,1299,13,16,944,952,126,231,9.692307692,14.4375,0,0,0,0
1299-2010,2010,1299,8,22,578,1423,75,260,9.375,11.81818182,0,0,0,0
1299-2011,2011,1299,12,17,935,1092,110,278,9.166666667,16.35294118,0,0,0,0
1299-2012,2012,1299,9,20,739,1216,108,295,12,14.75,0,0,0,0
1299-2013,2013,1299,18,16,1226,869,193,186,10.72222222,11.625,Y16b,16,0,0
1299-2014,2014,1299,8,23,585,1413,39,319,4.875,13.86956522,0,0,0,0
1299-2015,2015,1299,7,23,481,1254,72,334,10.28571429,14.52173913,0,0,0,0
1299-2016,2016,1299,10,21,733,1349,68,325,6.8,15.47619048,0,0,0,0
1300-2008,2008,1300,3,24,200,1279,9,670,3,27.91666667,0,0,0,0
1300-2009,2009,1300,3,26,222,1522,31,615,10.33333333,23.65384615,0,0,0,0
1300-2010,2010,1300,3,22,219,1201,10,385,3.333333333,17.5,0,0,0,0
1300-2011,2011,1300,11,15,809,906,71,201,6.454545455,13.4,0,0,0,0
1300-2012,2012,1300,13,15,906,932,175,151,13.46153846,10.06666667,0,0,0,0
1300-2013,2013,1300,19,9,1287,492,215,80,11.31578947,8.888888889,0,0,0,0
1300-2014,2014,1300,26,5,1931,308,449,47,17.26923077,9.4,W14,14,0,0
1300-2015,2015,1300,22,7,1501,374,382,98,17.36363636,14,0,0,0,0
1300-2016,2016,1300,10,19,734,1223,126,212,12.6,11.15789474,0,0,0,0
1301-2003,2003,1301,18,12,1402,770,271,139,15.05555556,11.58333333,W09,09,0,0
1301-2004,2004,1301,20,9,1553,574,284,48,14.2,5.333333333,X03,03,0,0
1301-2005,2005,1301,19,13,1509,854,350,111,18.42105263,8.538461538,Z10,10,0,0
1301-2006,2006,1301,21,9,1682,589,341,100,16.23809524,11.11111111,W10,10,0,0
1301-2007,2007,1301,18,15,1411,971,205,208,11.38888889,13.86666667,0,0,0,0
1301-2008,2008,1301,15,16,1040,1046,132,206,8.8,12.875,0,0,0,0
1301-2009,2009,1301,16,14,1237,952,226,124,14.125,8.857142857,0,0,0,0
1301-2010,2010,1301,19,15,1380,908,238,143,12.52631579,9.533333333,0,0,0,0
